b3356	chrI	-	start_codon	3485414	3485417
b3356	chrI	-	CDS	3485414	3485815
b3356	chrI	-	stop_codon	3485816	3485818
b3356	chrI	-	exon	3485414	3485818
b2922	chrI	-	start_codon	3067340	3067343
b2922	chrI	-	CDS	3067340	3068077
b2922	chrI	-	stop_codon	3068078	3068080
b2922	chrI	-	exon	3067340	3068080
b2519	chrI	-	start_codon	2645013	2645016
b2519	chrI	-	CDS	2645013	2647322
b2519	chrI	-	stop_codon	2647323	2647325
b2519	chrI	-	exon	2645013	2647325
b2518	chrI	-	start_codon	2644433	2644436
b2518	chrI	-	CDS	2644433	2644861
b2518	chrI	-	stop_codon	2644862	2644864
b2518	chrI	-	exon	2644433	2644864
b3352	chrI	+	start_codon	3481289	3481292
b3352	chrI	+	CDS	3481289	3483199
b3352	chrI	+	stop_codon	3483200	3483202
b3352	chrI	+	exon	3481289	3483202
b3353	chrI	+	start_codon	3483202	3483205
b3353	chrI	+	CDS	3483202	3484221
b3353	chrI	+	stop_codon	3484222	3484224
b3353	chrI	+	exon	3483202	3484224
b1500	chrI	-	start_codon	1583762	1583765
b1500	chrI	-	CDS	1583762	1583956
b1500	chrI	-	stop_codon	1583957	1583959
b1500	chrI	-	exon	1583762	1583959
b2923	chrI	-	start_codon	3068173	3068176
b2923	chrI	-	CDS	3068173	3068805
b2923	chrI	-	stop_codon	3068806	3068808
b2923	chrI	-	exon	3068173	3068808
b2513	chrI	-	start_codon	2638663	2638666
b2513	chrI	-	CDS	2638663	2639280
b2513	chrI	-	stop_codon	2639281	2639283
b2513	chrI	-	exon	2638663	2639283
b2512	chrI	-	start_codon	2637474	2637477
b2512	chrI	-	CDS	2637474	2638649
b2512	chrI	-	stop_codon	2638650	2638652
b2512	chrI	-	exon	2637474	2638652
b2511	chrI	-	start_codon	2635884	2635887
b2511	chrI	-	CDS	2635884	2637353
b2511	chrI	-	stop_codon	2637354	2637356
b2511	chrI	-	exon	2635884	2637356
b2510	chrI	-	start_codon	2635599	2635602
b2510	chrI	-	CDS	2635599	2635811
b2510	chrI	-	stop_codon	2635812	2635814
b2510	chrI	-	exon	2635599	2635814
b2517	chrI	-	start_codon	2643129	2643132
b2517	chrI	-	CDS	2643129	2644280
b2517	chrI	-	stop_codon	2644281	2644283
b2517	chrI	-	exon	2643129	2644283
b2516	chrI	-	start_codon	2641831	2641834
b2516	chrI	-	CDS	2641831	2642841
b2516	chrI	-	stop_codon	2642842	2642844
b2516	chrI	-	exon	2641831	2642844
b2515	chrI	-	start_codon	2640686	2640689
b2515	chrI	-	CDS	2640686	2641801
b2515	chrI	-	stop_codon	2641802	2641804
b2515	chrI	-	exon	2640686	2641804
b2514	chrI	-	start_codon	2639301	2639304
b2514	chrI	-	CDS	2639301	2640572
b2514	chrI	-	stop_codon	2640573	2640575
b2514	chrI	-	exon	2639301	2640575
b3355	chrI	+	start_codon	3484490	3484493
b3355	chrI	+	CDS	3484490	3485356
b3355	chrI	+	stop_codon	3485357	3485359
b3355	chrI	+	exon	3484490	3485359
b3258	chrI	+	start_codon	3407607	3407610
b3258	chrI	+	CDS	3407607	3409055
b3258	chrI	+	stop_codon	3409056	3409058
b3258	chrI	+	exon	3407607	3409058
b3120	chrI	+	start_codon	3267854	3267857
b3120	chrI	+	CDS	3267854	3268390
b3120	chrI	+	stop_codon	3268391	3268393
b3120	chrI	+	exon	3267854	3268393
b3825	chrI	+	start_codon	4009170	4009173
b3825	chrI	+	CDS	4009170	4010189
b3825	chrI	+	stop_codon	4010190	4010192
b3825	chrI	+	exon	4009170	4010192
b3357	chrI	+	start_codon	3486120	3486123
b3357	chrI	+	CDS	3486120	3486749
b3357	chrI	+	stop_codon	3486750	3486752
b3357	chrI	+	exon	3486120	3486752
b2924	chrI	-	start_codon	3068947	3068950
b2924	chrI	-	CDS	3068947	3069804
b2924	chrI	-	stop_codon	3069805	3069807
b2924	chrI	-	exon	3068947	3069807
b2199	chrI	-	start_codon	2295583	2295586
b2199	chrI	-	CDS	2295583	2296317
b2199	chrI	-	stop_codon	2296318	2296320
b2199	chrI	-	exon	2295583	2296320
b2198	chrI	-	start_codon	2295377	2295380
b2198	chrI	-	CDS	2295377	2295583
b2198	chrI	-	stop_codon	2295584	2295586
b2198	chrI	-	exon	2295377	2295586
b2197	chrI	-	start_codon	2294901	2294904
b2197	chrI	-	CDS	2294901	2295377
b2197	chrI	-	stop_codon	2295378	2295380
b2197	chrI	-	exon	2294901	2295380
b2196	chrI	-	start_codon	2292961	2292964
b2196	chrI	-	CDS	2292961	2294901
b2196	chrI	-	stop_codon	2294902	2294904
b2196	chrI	-	exon	2292961	2294904
b2195	chrI	-	start_codon	2292407	2292410
b2195	chrI	-	CDS	2292407	2292961
b2195	chrI	-	stop_codon	2292962	2292964
b2195	chrI	-	exon	2292407	2292964
b2194	chrI	-	start_codon	2291358	2291361
b2194	chrI	-	CDS	2291358	2292407
b2194	chrI	-	stop_codon	2292408	2292410
b2194	chrI	-	exon	2291358	2292410
b2193	chrI	+	start_codon	2290500	2290503
b2193	chrI	+	CDS	2290500	2291144
b2193	chrI	+	stop_codon	2291145	2291147
b2193	chrI	+	exon	2290500	2291147
b2192	chrI	-	start_codon	2289065	2289068
b2192	chrI	-	CDS	2289065	2290078
b2192	chrI	-	stop_codon	2290079	2290081
b2192	chrI	-	exon	2289065	2290081
b4016	chrI	+	start_codon	4218596	4218599
b4016	chrI	+	CDS	4218596	4220329
b4016	chrI	+	stop_codon	4220330	4220332
b4016	chrI	+	exon	4218596	4220332
b3734	chrI	-	start_codon	3918316	3918319
b3734	chrI	-	CDS	3918316	3919854
b3734	chrI	-	stop_codon	3919855	3919857
b3734	chrI	-	exon	3918316	3919857
b2698	chrI	-	start_codon	2822139	2822142
b2698	chrI	-	CDS	2822139	2822636
b2698	chrI	-	stop_codon	2822637	2822639
b2698	chrI	-	exon	2822139	2822639
b3736	chrI	-	start_codon	3920418	3920421
b3736	chrI	-	CDS	3920418	3920885
b3736	chrI	-	stop_codon	3920886	3920888
b3736	chrI	-	exon	3920418	3920888
b3737	chrI	-	start_codon	3920950	3920953
b3737	chrI	-	CDS	3920950	3921186
b3737	chrI	-	stop_codon	3921187	3921189
b3737	chrI	-	exon	3920950	3921189
b2359	chrI	+	start_codon	2473604	2473607
b2359	chrI	+	CDS	2473604	2473963
b2359	chrI	+	stop_codon	2473964	2473966
b2359	chrI	+	exon	2473604	2473966
b3731	chrI	-	start_codon	3915553	3915556
b3731	chrI	-	CDS	3915553	3915969
b3731	chrI	-	stop_codon	3915970	3915972
b3731	chrI	-	exon	3915553	3915972
b2609	chrI	-	start_codon	2745937	2745940
b2609	chrI	-	CDS	2745937	2746182
b2609	chrI	-	stop_codon	2746183	2746185
b2609	chrI	-	exon	2745937	2746185
b2608	chrI	-	start_codon	2745370	2745373
b2608	chrI	-	CDS	2745370	2745915
b2608	chrI	-	stop_codon	2745916	2745918
b2608	chrI	-	exon	2745370	2745918
b2607	chrI	-	start_codon	2744572	2744575
b2607	chrI	-	CDS	2744572	2745336
b2607	chrI	-	stop_codon	2745337	2745339
b2607	chrI	-	exon	2744572	2745339
b2354	chrI	-	start_codon	2471077	2471080
b2354	chrI	-	CDS	2471077	2471514
b2354	chrI	-	stop_codon	2471515	2471517
b2354	chrI	-	exon	2471077	2471517
b2357	chrI	-	start_codon	2472387	2472390
b2357	chrI	-	CDS	2472387	2472878
b2357	chrI	-	stop_codon	2472879	2472881
b2357	chrI	-	exon	2472387	2472881
b2604	chrI	+	start_codon	2742383	2742386
b2604	chrI	+	CDS	2742383	2743606
b2604	chrI	+	stop_codon	2743607	2743609
b2604	chrI	+	exon	2742383	2743609
b2351	chrI	+	start_codon	2468214	2468217
b2351	chrI	+	CDS	2468214	2469131
b2351	chrI	+	stop_codon	2469132	2469134
b2351	chrI	+	exon	2468214	2469134
b2350	chrI	+	start_codon	2467855	2467858
b2350	chrI	+	CDS	2467855	2468214
b2350	chrI	+	stop_codon	2468215	2468217
b2350	chrI	+	exon	2467855	2468217
b2601	chrI	-	start_codon	2740080	2740083
b2601	chrI	-	CDS	2740080	2741147
b2601	chrI	-	stop_codon	2741148	2741150
b2601	chrI	-	exon	2740080	2741150
b2352	chrI	+	start_codon	2469131	2469134
b2352	chrI	+	CDS	2469131	2470459
b2352	chrI	+	stop_codon	2470460	2470462
b2352	chrI	+	exon	2469131	2470462
b2175	chrI	+	start_codon	2269979	2269982
b2175	chrI	+	CDS	2269979	2270542
b2175	chrI	+	stop_codon	2270543	2270545
b2175	chrI	+	exon	2269979	2270545
b2174	chrI	+	start_codon	2268854	2268857
b2174	chrI	+	CDS	2268854	2269564
b2174	chrI	+	stop_codon	2269565	2269567
b2174	chrI	+	exon	2268854	2269567
b2177	chrI	+	start_codon	2272364	2272367
b2177	chrI	+	CDS	2272364	2274175
b2177	chrI	+	stop_codon	2274176	2274178
b2177	chrI	+	exon	2272364	2274178
b2176	chrI	+	start_codon	2270726	2270729
b2176	chrI	+	CDS	2270726	2272279
b2176	chrI	+	stop_codon	2272280	2272282
b2176	chrI	+	exon	2270726	2272282
b2171	chrI	+	start_codon	2265450	2265453
b2171	chrI	+	CDS	2265450	2266019
b2171	chrI	+	stop_codon	2266020	2266022
b2171	chrI	+	exon	2265450	2266022
b2170	chrI	+	start_codon	2263863	2263866
b2170	chrI	+	CDS	2263863	2265041
b2170	chrI	+	stop_codon	2265042	2265044
b2170	chrI	+	exon	2263863	2265044
b2173	chrI	+	start_codon	2267829	2267832
b2173	chrI	+	CDS	2267829	2268812
b2173	chrI	+	stop_codon	2268813	2268815
b2173	chrI	+	exon	2267829	2268815
b2172	chrI	+	start_codon	2266245	2266248
b2172	chrI	+	CDS	2266245	2267708
b2172	chrI	+	stop_codon	2267709	2267711
b2172	chrI	+	exon	2266245	2267711
b3987	chrI	+	start_codon	4181245	4181248
b3987	chrI	+	CDS	4181245	4185270
b3987	chrI	+	stop_codon	4185271	4185273
b3987	chrI	+	exon	4181245	4185273
b2179	chrI	+	start_codon	2275273	2275276
b2179	chrI	+	CDS	2275273	2276295
b2179	chrI	+	stop_codon	2276296	2276298
b2179	chrI	+	exon	2275273	2276298
b2178	chrI	+	start_codon	2274179	2274182
b2178	chrI	+	CDS	2274179	2275270
b2178	chrI	+	stop_codon	2275271	2275273
b2178	chrI	+	exon	2274179	2275273
b3454	chrI	-	start_codon	3592724	3592727
b3454	chrI	-	CDS	3592724	3593434
b3454	chrI	-	stop_codon	3593435	3593437
b3454	chrI	-	exon	3592724	3593437
b2997	chrI	-	start_codon	3145143	3145146
b2997	chrI	-	CDS	3145143	3146258
b2997	chrI	-	stop_codon	3146259	3146261
b2997	chrI	-	exon	3145143	3146261
b2996	chrI	-	start_codon	3144154	3144157
b2996	chrI	-	CDS	3144154	3145137
b2996	chrI	-	stop_codon	3145138	3145140
b2996	chrI	-	exon	3144154	3145140
b2995	chrI	-	start_codon	3142986	3142989
b2995	chrI	-	CDS	3142986	3144161
b2995	chrI	-	stop_codon	3144162	3144164
b2995	chrI	-	exon	3142986	3144164
b2994	chrI	-	start_codon	3141286	3141289
b2994	chrI	-	CDS	3141286	3142986
b2994	chrI	-	stop_codon	3142987	3142989
b2994	chrI	-	exon	3141286	3142989
b2993	chrI	-	start_codon	3140792	3140795
b2993	chrI	-	CDS	3140792	3141283
b2993	chrI	-	stop_codon	3141284	3141286
b2993	chrI	-	exon	3140792	3141286
b2992	chrI	-	start_codon	3140311	3140314
b2992	chrI	-	CDS	3140311	3140796
b2992	chrI	-	stop_codon	3140797	3140799
b2992	chrI	-	exon	3140311	3140799
b2991	chrI	-	start_codon	3139977	3139980
b2991	chrI	-	CDS	3139977	3140315
b2991	chrI	-	stop_codon	3140316	3140318
b2991	chrI	-	exon	3139977	3140318
b2990	chrI	-	start_codon	3139716	3139719
b2990	chrI	-	CDS	3139716	3139961
